message,strength_position.x,conciliatory_tone.x,argument_count.x,condition,party_parta,att_check_parta,pre_manip_gun_views,persuasiveness,affect,empathy,outgroup_aff,attitude_change,gun_views_change,party_partb,gender,race,pol_id,edu,party_strength,convincing_1,convincing_2,aff_participant_1,aff_participant_2,emp_1,emp_2,att_check_partb,cond,message_id,ID,age_centered,strength_position.y,conciliatory_tone.y,argument_count.y,strength_position,conciliatory_tone,argument_count,persuasion
MOST OF OUR AMERICAN LIKE THE STRICT GUN LAW.DEMOCRTS SUPPORT BARRING PEOPLE WITH MENTAL ILLNESS FROM PURCHASING GUN AS WELL AS MAKING PRIVATE GUN SALES. GUN VIOLENCE ACHIEVE AN INDEPENDENT DATA COLLECTION ..DESPITE GROWING  NATIONAL SUPPORT FOR STRICT GUN LAWS  SUCH LEGISLATION STILL GENERATES CONTROLVERSY,1,1,2,Low Utility,Republican,correct,1,37.666666666666664,70.5,75.5,1,1,1,Democrat,0,3,1,1,3,48,64,85,56,100,51,correct,0,903,77d1791c,-11.08555133079848,1,1,2,1,1,2,37.666666666666664
"While, I still believe in gun ownership, I think statistics support the fact that some guns should be off the streets. I am tired of turning on the news as well and seeing that another person has walked into a crowded, public place and blown the heads off people with an automatic weapon. I don't see why guns that are that powerful need to be in the hands of the average American. They don't seem to serve any hunting purpose.
Also, I would hope that in this day in age, the idea of militias actually rising against the government, which was part of the reason that the right to bear arms was protected so vigorously in the constitution, will ever again come to fruition, unless we truly are near the end of the Republic.
I think people should be able to own guns for hunting and sport, but not insane, automatic rifles with the capacity to cause insane amounts of death and damage. Also, people with records and other ""at risk for violence"" people should not have access to guns. I'm not sure how an ideal system or set of laws would look that would reduce the amount of gun violence in this country, but I'm not a politician. I would hope eventually, we can find a way to reduce the violence and amount of death due to irresponsible gun ownership.",3,2,3,Low Utility,Democrat,correct,2,9.666666666666666,36.5,48,2,1,3,Republican,1,1,5,4,2,12,16,35,38,55,41,correct,0,904,4f0f5c76,18.91444866920152,3,2,3,3,2,3,9.666666666666666
"Democrats should be in favor of less stricter gun laws because overall it benefits society more. 
I understand where Democrats are coming from though. It makes sense to think that easier access to guns would mean more crime. However, it doesn't really seem like that is the case. New Jersey for instance has very strict gun laws, but has some of the most dangerous cities: Trenton, Camden, Atlantic City, Newark, Elizabeth, Jersey City. But places like Texas do not have as much crime. 
Also, if a mass shooting was in the process of occurring, wouldn't it be nice to know that other citizens could stop it instead of waiting for the police? Think of how many lives would be saved if a random carrying citizen could stop a mass shooter. A lot of mass shootings happen in States where gun laws are strict. 
Overall, I believe less strict gun laws benefit society. It keeps a peace of mind knowing that others can be there to protect you instead of waiting for the police. I do understand where Democrats are coming from, but I believe their logic is flawed.",3,3,3,High Utility,Republican,correct,1,11,32.5,50.5,2,1,2,Democrat,1,1,1,4,3,15,17,25,40,51,50,correct,1,905,4f67780e,-11.08555133079848,3,3,3,3,3,3,11
"It should be harder for a mentally unstable person to just go out and buy a firearm.  They cannot be trusted to do what is right with a gun.  There need to be stronger background checks and methods of insuring that this person does not go on a shooting rampage.  

The current laws make is very easy for anyone to just go out and buy a gun.  This needs to change.  People can learn to wait patiently for their guns.  It just seems silly for folks to expect an instant turn around on a firearm purchase.  

If not for you, think of the children that could be saved if the laws make it harder for a person to go on a school shooting rampage.",3,2,2,High Utility,Democrat,correct,2,44.666666666666664,61,30,5,2,5.25,Republican,1,1,4,2,3,61,71,71,51,40,20,correct,1,906,bc529beb,-9.08555133079848,3,2,2,3,2,2,44.666666666666664
"Guns have been part of our society since its infancy. They served important purposes back then. First they were used as a weapon to protect people and their communities when war was almost certain from the British and Indians (and a few others). The people were also weary of their own government and felt that if the population was armed then the government could not easily suppress them. They were also a tool for hunting which was an effective means to secure meat and other parts of the animal.
But as time has progressed and we have become a more civilized society, we no longer have to worry about hunting our own food, the constant threat of Indians and the British are one of our closest allies. We have not fought a war on our soil since the civil war and wars around the world between large nations has come almost to a stop. Our priorities have changed. We rely on commerce, trade and mutual self interest to keep the peace. 
So why are we the most heavily armed civilian population in the world today and one of the very few first world countries that has not yet disarmed their civilian population. Politics will answer that question. We have found it to be an acceptable trade off between mass school shootings, countless other mass killings and even individual shootings hundreds if not thousands of times a day, just so we can keep buying more and more weapons, which will go on to repeat the cycle. Unfortunately our current political atmosphere is corrosive and much to divided. We need to try to figure out how to properly educate people about guns and then start figuring out how to get most of them out of peoples hands in a safe and civilized manner. No doubt it will take time and a certain willingness from a majority of Americans. I also know that technology can play a big part with making smart guns and adding certain technological safety guards.",3,3,3,Low Utility,Democrat,correct,2,0.3333333333333333,0,0,1,1,1,Republican,0,1,6,2,1,0,0,0,0,0,0,correct,0,907,a7a3cdc3,12.91444866920152,4,4,3,3.5,3.5,3,0.3333333333333333
I believe that every law abiding citizen should be allowed to own a gun.  I believe that there would be less lawlessness if the criminals thought that someone they were about to rob had a gun.  People should be able to defend themselves and their homes from criminals.  It is our constitutional rights as citizens of the us to be able to bear arms.,3,1,2,Low Utility,Republican,correct,1,14,20,17.5,1,2,1,Democrat,1,1,1,3,3,20,20,10,30,20,15,correct,0,908,78b5bb39,-10.08555133079848,3,1,2,3,1,2,14
"I understand that there are situations where a gun could be necessary for self-defense. I do not think guns should be outlawed altogether.

If someone attacked you with a gun, and you didn't have one, you would obviously be in danger. But even if you did have one, you would still be in danger. It's easy to think ""I'd be able to take him down first"", but that's not how things always work out.

It would be safest if people who were likely to attack innocent people with a gun were not able to obtain one easily. Would someone intent on killing find another way? Yes. But if that person had a less powerful weapon, it would be more likely that a law-abiding person (who might have a gun) would be able to stop them.",3,2,1,High Utility,Democrat,correct,2,1.6666666666666667,43.5,7,1,1,1,Republican,1,1,6,2,3,2,2,41,46,3,11,correct,1,909,ac6eeba1,-8.08555133079848,3,2,2,3,2,1.5,1.6666666666666667
"We should not make gun laws stricter than they are.  For one thing, it is an infringement of our constitutional rights.  Eventually, once the government controls everything, we will need to protect ourselves from them.  
Currently, you need to be able to protect yourself in these crazy times.  If someone breaks into your house, the police won't arrive fast enough to protect you.  Also, based on the stories in the media, you're also partially likely to need protection from THEM!",3,1,2,Low Utility,Republican,correct,1,32.333333333333336,40,17.5,2,2,2,Democrat,1,2,2,3,3,50,45,40,40,5,30,correct,0,910,94ec02dd,-5.085551330798481,4,1,2,3.5,1,2,32.333333333333336
"I believe that if the laws are followed and carried through they are effective. I think that the current laws in place are beneficial to those. 
Most issues come from people who acquire guns illegally. This is where violence becomes apparent. I feel that the laws are in place for a reason.",1,2,1,High Utility,Republican,correct,1,6.666666666666667,38.5,29,2,3,2.25,Democrat,1,1,1,4,3,8,9,36,41,39,19,correct,1,911,93d9bb4c,-5.085551330798481,1,1,1,1,1.5,1,6.666666666666667
"As much as I would like to come up with an argument that would persuade a democrat about anything, let alone gun laws, I'm afraid you have set an impossible task. The current crop of democrats are not my fathers democrat party. This bunch is of an outgrowth of Marxist thought, communists all, and could no more be persuaded to lighten up on their desire to eliminate private ownership of all guns than they could be persuaded to vote for Donald Orange Man Bad Trump.
You cannot persuade with logic and facts one who has made their decision based solely on emotion.",3,1,2,Low Utility,Republican,correct,1,1.6666666666666667,30,17.5,1,5,1,Democrat,1,1,3,3,2,0,0,40,20,10,25,correct,0,912,e87f8a28,1.9144486692015192,3,1,1,3,1,1.5,1.6666666666666667
Guns should be available to everybody. I understand that some people should not have guns because they have a criminal background or suffer from mental illness but other than that we should all have the right to be armed. Making it hard for law-abiding people to get a gun is just wrong when people need guns for home defense.,2,1,1,High Utility,Republican,correct,1,13.666666666666666,26.5,26,1,1,1,Democrat,1,1,1,3,3,25,15,21,32,24,28,correct,1,913,93d95fb5,-18.08555133079848,2,1,1,2,1,1,13.666666666666666
"There is a black market of guns and they end up getting in the hands of people who dont qualify to get them under our existing laws.  Having stricter laws would drive more people to the black market or to 3d printing guns that aren't documented as well.  

The truth is there isnt a black and white area when it comes to who will be responsible and who wont.  Stricter gun laws does not mean we sell guns to responsible people and avoid selling to people who might use their gun for evil. It is impossible to know a person's motivations for buying a gun or if those motivations may change with time. A person can appear sane and use their gun for evil.  It is up to the individual how they choose to use their gun.  

While stricter gun laws sounds like it is the answer to keep guns in the hands of responsible people.  I believe there are enough loop holes that it will just drive behavior towards the black market or 3d printing guns. I also dont believe stricter gun laws will be more effective at weeding out the ""good"" from the ""bad""",3,1,3,High Utility,Republican,correct,1,5,31,38.5,1,1,1,Democrat,1,1,2,3,3,7,7,30,32,37,40,correct,1,914,83b12819,-16.08555133079848,3,1,3,3,1,3,5
I honestly feel the gun laws should be way more strict because its too much that has took place because of the easy access to guns in the us. I believe people should be thourghly checked before purchasing a gun as far as more than just criminal background check. We need to have a better understanding of who we let buy these guns and what is there mental health like.,3,2,2,Low Utility,Democrat,correct,3,62.666666666666664,96.5,98.5,7,5,4,Republican,0,2,7,3,3,95,88,96,97,97,100,incorrect,0,915,fb650f76,-10.08555133079848,3,2,2,3,2,2,62.666666666666664
"Stricter gun laws ? Do you know what they do? They hinder and punish law abiding gun owners rights ! Can you not see the bigger picture ? Law abiding gun owners are not the ones shooting each other , robbing and mugging , and murdering people every weekend . They are not the ones on the news all the time .

Why not enforce existing gun laws , and crack down on gangs and criminals . Get guns out of hands of people who do not have them legally . All you do it turn a blind eye to gun violence in big cities . We do have a constitution , we have the right to bare arms , we do it legally and follow laws. We are not criminals and we should not be treated like ones.",2,1,3,Low Utility,Republican,correct,1,15.333333333333334,66,35,2,1,2,Democrat,1,1,1,3,3,21,24,73,59,20,50,correct,0,916,4f1264e9,-2.0855513307984808,2,1,3,2,1,3,15.333333333333334
"I REALIZE THAT THIS IS A GUN TOTING ENVIRONMENT.  We live in a country where certain liberties apply to the citizens on this country, one f which is the right to bear arms.  A negative symptom of such a right, is the horrible tragedies that occur as a result of the  mass shootings, which has become so commonplace, that we are numb by the reports we receive on a daily basis.  The citizens as a whole, are more aggressive today more than ever to preserve these gun bearing rights , as we have become frightened of government and law enforcement.  The second amendment of the US Constitution, which refers to a well regulated militia, being necessary to the security of a free state , shall not be infringed, has created considerable debate regarding the interpretation of this law.",1,1,2,High Utility,Republican,correct,1,33.666666666666664,50.5,54,3,1,2.75,Democrat,1,1,3,3,2,50,50,50,51,51,57,correct,1,917,e84f4733,-12.08555133079848,1,1,2,1,1,2,33.666666666666664
"Gun control laws should be lightened, because guns are needed to protect ourselves from government. As leftists have continually argued that our president has been near Natzi leader Hitler's satus. It would be prudent that Americans own guns to defend their very lives against a full government take over by a dictator. Another factor that is frequently visited by democrats is that the police have far too much power over the people and have become militant. If this downward spiral of police brutality is continued many who decided guns were a danger to society will wish they had a gun (a legal gun) to protect their home.

Furthermore, studies have shown that owning guns legally reduces the chance that burglars will enter your home forcibly. Areas of the country where there are open carry laws have less attacks than do areas where people are not able to protect themselves against criminals who are carrying guns illegally.",3,2,2,Low Utility,Republican,correct,1,9,36,60,1,1,1,Democrat,1,1,2,4,2,13,13,30,42,50,70,correct,0,918,fc4eb6ac,-14.08555133079848,3,2,2,3,2,2,9
"America has the highest rate of gun murders in the world. Other countries have successfully implemented stricter gun procurement regulations and reduced their levels of gun violence. Some may argue that the only thing that stops a bad guy with a gun is a good guy with a gun--but this is not borne out by logic. A good guy with a gun would not have been able to stop the Las Vegas shooter, holed up in a barricaded hotel room with high-powered sniper rifles. Nor were several good people with guns able to stop the shooter in a Church from murdering upwards of seven people.

No matter how much of a John Wayne you think you are, guns are simply too powerful and rapid-firing for any good person, regardless of his reaction time, to be able to significantly mitigate or prevent the extreme damage that a bad person with a gun can do with an automatic. The only solution is to let the police and hunters be the only good people with guns. That way, they can aggressively pursue any criminal elements that still trade in guns, without having to worry about their constitutional rights. Speaking of which, it is worth noting that the idea of an individual, constitutional right to gun ownership was only codified in the 20th Century by the Supreme Court, and is still very controversial to legal scholars. It was a divided decision, and a common-sense reading of the second amendment makes it clear that the right to gun ownership was only meant to apply to state militia, which we don't really have today--the closest analogues would be the National Guard or police forces.",3,1,4,Low Utility,Democrat,correct,2,33.666666666666664,38,28,1,1,1,Republican,0,1,5,3,2,50,50,35,41,31,25,correct,0,919,23c09a5b,-2.0855513307984808,3,1,4,3,1,4,33.666666666666664
More gun control laws would reduce the amount of gun related deaths.Guns are rarely used in self defense. High  capacity magazine guns should be banned because they often turn from murder into mass murder.,3,1,2,High Utility,Democrat,correct,2,0.3333333333333333,22.5,12.5,2,1,2,Republican,0,1,6,4,3,0,0,25,20,10,15,correct,1,920,308e3584,-5.085551330798481,3,1,2,3,1,2,0.3333333333333333
"Democrats should look at gun control as a human right. It brings about safety and security. It allows humans the freedom to feel safe and in control of their self.

The 2nd amendment is a citizens right. It was enforced years ago and should still be honored and respected.

Everyone should be allowed to own a gun as long as they pass the required tests and  are good citizens",1,2,2,Low Utility,Republican,correct,1,1,31.5,18.5,1,1,1,Democrat,1,1,2,4,3,1,1,31,32,20,17,correct,0,921,bcb7d8ef,8.91444866920152,1,2,2,1,2,2,1
"I do believe people should own guns, I never thought any different. Until they started using them in the wrong way. I even use to go clay shooting, shot guns in the woods for the fun of it. But everyone can see now we do need stricter gun laws. I live in NY children are getting killed, people are killing others for no reason. Schools are get shot up. What is going on here. Yes, we need stricter guns laws, not to take away the guns, to know who buys them and what they are going to use them for..",3,3,2,High Utility,Democrat,correct,2,27.666666666666668,49,54.5,2,1,2.25,Republican,0,1,6,3,2,53,29,58,40,60,49,correct,1,922,add4db3d,14.91444866920152,3,3,2,3,3,2,27.666666666666668
"The right to bear arms is enshrined in the constitution. And why is this right so important? For several reasons. First it gives citizens recourse against the tyranny of government. Second it allows for citizens to protects themselves and their families. Third it allows for hunting and sporting.

It is also true than many innocent people are killed in America each year by armed criminals. How can we prevent these criminals from having unfettered access to deadly weapons while not infringing upon the rights of law-abiding citizens? We can debate the right approach to striking this balance, but it seems clear we haven't achieved it yet. Babies are mowed down in the classroom. Abusive, cowardly men shoot their wives and girlfriends. Gang members commit murder at sickening rates. Surely we can establish some effective, common sense measures that will regulate the access criminals enjoy to the tools of murder while still strongly defending the rights of all Americans.",2,2,4,High Utility,Democrat,correct,2,37.333333333333336,50,60,3,2,3.5,Republican,0,2,5,2,2,50,60,50,50,60,60,correct,1,923,21c78522,2.9144486692015192,2,2,4,2,2,4,37.333333333333336
"I live in a small, rural town in Alabama. My family has had the opportunity and right to own guns for many years. While I generally feel safe going shopping in my home town, I don't always feel safe visiting the neighboring town of Huntsville, which is loaded with crime and criminal activity. My husband has a pistol permit and whenever we leave our home, he is carrying his gun. Knowing our little family is protected gives me a feeling of calmness and a sense of peace. I know we are safe and well-protected.

There is a lot of meth use in the small community where I live. I feel like all, if not most, of the crime we have can be traced back to drug use. Most of the burglaries are drug-related. People do not care whose home or property they trespass. They are merely looking for items of value to sell. We have several handguns in our home. My husband and I are both licensed to own and to carry these weapons. As a woman and mother of 5 children, having protection in my house makes me feel better. My husband works in law enforcement and often works nights. I am home alone with my children. Being that we live in a small town, it takes quite a while for the county sheriff's department to answer calls to my neighborhood (especially if their only car is on the other end of the county). We are often left waiting for 30 minutes to an hour or longer for law enforcement to respond. In an emergency situation, I would be able to protect myself, my family, and our belongings that we have worked too hard to acquire.

I don't believe guns kill people. People kill people. Gun violence is due to the actions of individuals who are using guns. Having tougher laws will not deter gun violence. People who use guns to kill and in criminal ways will still find a way to acquire guns. Tougher gun laws will only make it more difficult for law-abiding citizens to protect themselves and their families. Therefore, favoring less strict gun laws won't make a difference for criminals, but it will make it easier for voting citizens to feel safe in their own homes.",3,2,3,Low Utility,Republican,correct,1,13.666666666666666,30,1,1,1,1,Democrat,1,1,3,3,1,20,20,30,30,1,1,correct,0,924,325082cc,1.9144486692015192,3,2,3,3,2,3,13.666666666666666
"Democratic leaning independents favor stricter gun laws compared with 31% of republicans learners. the share of democrats who support stricter gun laws has rise 11 percentage points since 2017 while has been 7 points increase in support among republicans.
 
when it comes to specific gun related policies the public finds broad agreement in certain areas. overwhelming majorities of democrats and democratic leaning independents 91% and republicans and republican learners 92% say they strongly or somewhat favor barring people with mental illnesses from purchasing guns.",1,1,0,Low Utility,Republican,correct,1,63.666666666666664,90,100,1,1,1,Democrat,0,1,4,1,2,90,100,90,90,100,100,correct,0,925,cac4f02c,-15.08555133079848,1,1,0,1,1,0,63.666666666666664
"Gun control is a slippery slope. Think it's not? Look at what's already happened. Not only is the governments weaponry already far superior to civilian firearms, but people need to be able to adequately defend themselves now more than ever before considering the civil unrest and chaos in the streets. I live in the Chicago area. We have some of the strictest gun laws in the entire country and guess what? There are more gun murders in Chicago than nearly anywhere else in America. Do you guys really want to end up like the UK where people aren't even guaranteed the right to defend themselves, their families and their property? Gun control is already too strict and too many Americans are already denied the right to be on equal terms with those who wish to harm them.",3,2,3,Low Utility,Republican,correct,1,27,50,8,1,1,1.5,Democrat,1,1,3,4,3,40,40,50,50,10,6,correct,0,926,5fa7a0e5,10.91444866920152,3,2,3,3,2,3,27
"I do understand how you feel that stricter gun laws are needed in hopes of preventing further gun related deaths, crime in the future.  I also understand that peopl, speaking more of criminals, are able to get guns from other people, gun shows, and as straw purchases.  By leaving the gun laws as they are, people who legally obtain guns, are not the problem, and I feel takes away from the gunowners who obtain and use theirs guns for either protection, or hunting, not to rob or kill like we constantly see on the news every single day.  We need to do something about the people illegally obtaining guns, not the people who do it the right way. You need to figure out a way of not letting these criminals get guns, stricter gun laws hasn't been the answer yet.",2,3,2,High Utility,Republican,correct,1,32.666666666666664,69.5,95,1,1,1,Democrat,0,1,2,2,3,49,48,70,69,100,90,correct,1,927,fa07df2c,-11.08555133079848,2,3,2,2,3,2,32.666666666666664
"I understand your stance on something as serious as gun laws, since firearms are extremely dangerous in the wrong hands, we have seen that countless times over the course of the last 10 and even just the last 5 years honestly with all of the mass shootings that have occurred within our very borders.  The atrocities that some people have done with firearms is truly disgusting and tragic, and so I know all too well why people would want stricter gun laws or to abolish the right to bear arms completely in this country.  Despite the fact that I am republican, albeit a weak one, but still a republican regardless, I do still understand the views of the democrats on this topic, stricter gun laws could help to keep more people unarmed, but are those the people that would perform these atrocious acts?  

Now that I've explained why I understand your side of this, let me explain my side of this argument of why I believe that the laws should stay the same as they are now; one thing that I always go back to is the laws aren't that well enforced now, if we added more of them, there's no guarantee that they would be enforced either, and so more laws would just be more time wasted by the politicians that they could be using for other issues that may actually get enforced.  That's one reason, another is that the people that are committing these acts of terror, in my opinion, are acquiring their firearms illegally, outside of the laws that are in place now, and probably would still acquire them illegally if there were stricter ones, and so in my humble opinion, the laws do protect the innocent, but they can also hinder the innocent from defending themselves against those that have illegal firearms, because the innocent may not be able to acquire firearms through legal means if the laws became stricter.  There are good people out there with firearms that only use them for hunting and home defense, but stricter laws would hinder those good people from acquiring their firearms legally, which is also tragic to me because I know of one case where people that were legally concealing their firearms in a church were attacked by an assailant that had illegal firearms on them, and these good churchgoers ended up taking out the assailant, I think we would see more people just brutally slaughtered with no way to defend themselves if the gun laws became stricter than they are now.

My apologies for making this so long, I just am passionate about my stance on this just like you democrats are passionate about your stance on it too.  Perhaps after reading my argument we could come to more of a common ground on this issue, I truly hope so.  Either way, thank you for reading this.",1,5,3,High Utility,Republican,correct,1,46.333333333333336,90,91.5,1,1,1,Democrat,1,3,1,3,3,77,61,88,92,83,100,correct,1,928,11c68095,-13.08555133079848,1,5,3,1,5,3,46.333333333333336
"In my opinion, you should be in favor of less strict gun laws because as Americans having the right to bear arms is one of our most important freedoms. If there were stricter gun laws than it would be harder for an average citizen to be able to get and own a gun. It is important to own a gun because you needs guns in order to protect yourself. As Americans we need to protect the freedom of the right to bear arms that was given to us by our founding fathers.

If there were stricter gun laws put in place our right to bear arms would be infringed upon. If stricter gun laws were enacted, it would be harder for a law abiding citizen to own a gun for personal protection. However, criminals would still have guns because they would obtain them through illegal means. If your ability to own a gun was harder then you would have less of an ability to protect yourself against criminals that will have guns. These are all of the reason why I believe that Democrats who support stricter gun laws should be in favor of less strict gun laws.",3,3,5,Low Utility,Republican,correct,1,9,57.5,46.5,2,2,2,Democrat,0,1,3,3,2,10,15,55,60,60,33,correct,0,929,90822eb3,-13.08555133079848,3,3,5,3,3,5,9
"Republicans should support stricter gun laws simply because of the facts: more guns equals more killing. If they truly believe that responsible gun owners are in fact responsible, then what would be the hardship in having more background checks and closing gun sale loopholes? The facts support the evidence, by getting guns out of the hands of bad actors, we will have fewer killings on the streets.
Republicans should support stricter gun laws because it makes them look bad. Every time there is a white killer with a gun that they weren't supposed to have, it brings their viewpoint to its detriment. They should support stricter gun laws if they really believe that they are responsible gun owners.",3,2,2,Low Utility,Democrat,correct,3,0.3333333333333333,25,7.5,1,1,1,Republican,0,1,6,2,2,0,0,25,25,10,5,correct,0,930,3ae92de4,6.914448669201519,3,2,2,3,2,2,0.3333333333333333
"Republicans who support less strict gun laws should be in favor of stricter gun laws.
There are many murders and suicides committed by guns in the United States. Stricter gun laws would reduce these.
When criminals have access to guns they are more likely to use lethal force in committing crimes. Reducing access to guns will make these crimes less likely.",3,2,1,High Utility,Democrat,correct,3,2,16,7,1,1,1.5,Republican,1,1,6,3,1,2,3,14,18,7,7,correct,1,931,c219045f,20.91444866920152,3,2,1,3,2,1,2
"Our children should not have to live in a world where then can be murdered in their own school. We owe it to them and to ourselves to do everything we can to protect our children and make sure they don't have to live in fear of going to school. 

No worker should have to be afraid of going into his or her office. You should not have to have an plan in place for an active shooter. We cannot live like this. We need to do everything we can to make gun ownership at least as hard as car ownership",3,3,1,Low Utility,Democrat,correct,2,44,80,50,4,2,4.25,Republican,1,4,5,4,2,65,65,80,80,40,60,correct,0,932,4b181480,-3.0855513307984808,3,3,1,3,3,1,44
"Due to the multiple school shootings that have happened in the past few years shows as an example of why we need stricter gun laws. The law is making it too easy for anyone to get a gun. With stricter laws, it could make people who want guns to undergo psych evals first.",3,2,2,High Utility,Democrat,correct,2,13.666666666666666,40,0,1,1,1.5,Republican,0,1,6,3,3,30,10,50,30,0,0,correct,1,933,3f66d2d4,-10.08555133079848,3,2,2,3,2,2,13.666666666666666
"Regardless of your position on guns and their control, I think we can all agree that there are too many gun-related deaths. Finding ways to curb that overly high numbers has lead to building a profile of irresponsible gun ownership as an example of the problem areas. All gun supporters want unrestricted access, but I think that even the most polar supporter would agree that it is just plain foolish to stick a gun in the hands of someone who we can accurately predict will be destructive, either to themselves or others.

We all need to be part of the dialog about how to best limit the negative side of gun ownership while continuing to enhance the freedom of ownership which is so important to supporters. The first step is for both sides to identify the common areas everyone feels contributes to the negative impact and then brainstorm ideas which will effectively address the underlying issues while not affecting the general gun respecting and responsible individuals.

Yes, there will be tough compromises on both of the extreme sides, but the responsible gun owners will be unaffected and rights unthreatened. If both sides work together, we will all benefit.",3,4,2,High Utility,Democrat,correct,2,0.3333333333333333,0,1.5,1,1,1,Republican,0,1,6,3,3,0,0,0,0,1,2,correct,1,934,527012ad,13.91444866920152,3,4,2,3,4,2,0.3333333333333333
"If you are ever are faced with an intruder in your home, you will be wishing you hadn't been so anti-gun. Especially if the intruder aims a gun at you or your loved ones.  Also, the way people are so against the police these days, there won't be any police to call to come help you either.
You had better prepare yourself while you still can to be able to protect your home and family.",3,1,2,Low Utility,Republican,correct,1,26,27,40.5,2,1,2,Democrat,1,1,2,3,2,39,38,35,19,30,51,correct,0,935,28818044,8.91444866920152,3,1,2,3,1,2,26
"Democrats should be in favor of less strict gun laws so people will be able to protect themselves.  Since the Democrats believe the police are racist, they want to defund the police.  In substitution of the police, the Democrats want to send out a social worker to resolve comments, because social workers don't have the ability to be racist.  Well, since social workers generally don't carry guns, they should ease up gun laws so everyday citizens can protect themselves.

Democrats don't want to actually prosecute criminals either, because that too is racist, so they ought to let American citizens defend themselves.  By easing up gun laws, people will be able to protect themselves against violent criminals and not have to worry about calling the police.  So less police means less racists in the world, and we will almost be living in an Utopian society by then.",3,1,2,Low Utility,Republican,correct,1,0.3333333333333333,1.5,1.5,2,1,1.25,Democrat,1,1,3,4,2,0,0,3,0,0,3,correct,0,936,6283a6f8,16.91444866920152,3,1,2,3,1,2,0.3333333333333333
"I think there needs to be stricter gun laws in the US. First off, why does someone need a military style weapon? There is no logical reasoning that would lead me to believe it is necessary. All of the deadly mass shootings that have happened have been with these semi automatic military weapons. It allows the shooter to kill a vast amount of people in a single attack. 

There also needs to be laws prohibiting the sale of guns at gun shows. From what I understand, no background checks are required when you buy guns from these shows. How do you know whether the person you are selling to has a criminal background? To me, some form or regulation needs to be put in place.",3,1,2,Low Utility,Democrat,correct,2,1,0.5,3.5,1,1,2.25,Republican,0,3,6,3,2,1,1,1,0,3,4,correct,0,937,20cb048c,-10.08555133079848,3,1,2,3,1,2,1
"Stricter gun laws are important for our safety. There are so many people that have guns right now that don't need them. Stricter gun laws would help protect innocent people and children from people that are not fit to have them. There should be stricter background checks and training provided for those that need them.

This would help save the lives of many people. If one simple law or change in regulations could help save lives then it is worth it. People should not have to live in fear because just about anyone can get a gun.
",3,3,2,Low Utility,Democrat,correct,2,0.3333333333333333,0,0,1,1,1,Republican,0,2,7,3,3,0,0,0,0,0,0,correct,0,938,af52e68e,-6.085551330798481,3,3,2,3,3,2,0.3333333333333333
"I understand the concern about guns and the gun violence in our nation being a catalyst for change.  I do support the idea of keeping guns out of the hands of people who  have proven themselves to be dangers, such as felons.   I do support the idea that guns should be registered to an owner in order to track and prevent the guns from being misused.  However banning law abiding citizens from owning guns for self defense or sport is against our constitutional rights and is un-American.  

The idea of self protection isn't something to scoff at.  Centuries of violence have proven that when a person is unable to defend themselves they fall victim and sustain  injury or even wind up dead.  The law that an individual can own a firearm for protection allows someone to protect themselves until the authorities arrive to step in and protect them.  If guns are made illegal, it won't prevent criminals from getting guns, after all drugs are illegal and drug use is rampant.  Stricter gun laws make it more difficult for law abiding Americans to protect themselves.

The  last point is that if guns never existed, if a gun had never been invented, killing would still exist.  The gun doesn't have a personality or a character, it takes on the character of the person holding it.  A gun is simply a tool, an inanimate object, and if it had never existed humankind would be using some, other way to commit violence because violent behaviors are part of the human condition.  We need to focus on mental health, we need to focus on making the nuclear family a priority again and return to a Christian belief system that teaches honoring life, we need to get at the heart of the matter rather than try to regulate and legislate morality.",2,2,4,High Utility,Republican,correct,1,52.333333333333336,65,50,1,2,1,Democrat,1,2,2,4,2,80,75,70,60,60,40,correct,1,939,9908c2e4,1.9144486692015192,2,2,4,2,2,4,52.333333333333336
"I believe that we should not make gun laws stricter. We, especially in South Georgia, use guns to help provide for our family. Ever year there are different types of hunting season. One of the biggest is deer season. Without guns we cannot participate in this and may not be able to provide meat for our family.

Another reason gun laws shouldn't be made stricter is for our safety. You never know what may happen in society today. People keep guns in their house to protect their families. Without this protection someone could break in and hurt our families. We should be prepared in case a situation like this happens.",1,3,2,High Utility,Republican,correct,1,0.3333333333333333,0,0,1,1,1,Democrat,1,1,1,3,3,0,0,0,0,0,0,correct,1,940,c25eee0f,-12.08555133079848,1,3,2,1,3,2,0.3333333333333333
"There are many reasons why people should be in favor of less strict gun laws.  All people should follow the second amendment.  People have the right to bear arms to protect themselves.  People cannot defend themselves if they don't have a gun.  It preserves individualism.  If you cannot defend yourself then you have lost your freedom. 
     If you look at states that allows people to carry a gun, there is less gun violence, shootings are down.  There is also less crime when people carry their own weapons.  Criminals will think less of committing a crime if they knew regular individuals carries a gun.   It is a freedom that all Americans should have.  Gun laws should be lowered and our freedoms not taken away.",3,2,4,Low Utility,Republican,correct,1,5,35,50,2,1,1.25,Democrat,1,1,3,2,1,8,6,40,30,50,50,correct,0,941,69875e48,-4.085551330798481,3,2,4,3,2,4,5
